work_id	title	favorites_count
20414	〈物語〉シリーズ セカンドシーズン（第27話～第31話） 花物語	52554
11363	｢学校のコワイうわさ 新・花子さんがきた!!｣シーズン2	3854
11115	「鬼灯の冷徹」第壱期	110141
20938	angelaの｢デビュー10周年まであと1年記念☆全部が主題歌ライヴ！！｣	1453
21426	Animelo Summer Live 2014 -ONENESS-	11150
11496	Bonjour♪恋味パティスリー	5617
20345	DRAMAtical Murder	16430
26405	DRAMAtical Murder OVA 「Data_xx_Transitory」	6491
21722	FAIRY TAIL　第176話～第277話	35229
11358	Fate/kaleid liner プリズマ☆イリヤ ツヴァイ！	41096
11374	Free! - Eternal Summer -	48841
22334	GJ部＠	4691
11478	Hi☆sCoool! セハガール	2667
20339	IS＜インフィニット・ストラトス＞2 OVA ワールド・パージ編	29628
20280	ISUCA-イスカ-	14341
24287	JAM Project LIVE TOUR 2013-2014 THUMB RISE AGAIN	455
11372	LOVE STAGE!!	22882
21308	LUPIN THE ⅢRD 次元大介の墓標	21338
11252	Ｍ３～ソノ黒キ鋼～	17624
27412	Mimori Suzuko LIVE TOUR 2014 『大好きっ』	113
28008	OVA ふたりエッチ	9496
29167	PEANUTS スヌーピー －ショートアニメ－	2230
11542	Peeping Life-WE ARE THE HERO-	1357
11514	PSYCHO-PASS サイコパス 2	92570
11366	PSYCHO-PASS サイコパス　新編集版	53959
11368	RAIL WARS！	22932
11479	SHIROBAKO	116324
20491	TERRAFORMARS	28965
24297	THE IDOLM@STER MOVIE 輝きの向こう側へ！	19214
24379	THE LAST -NARUTO THE MOVIE-	20951
11488	TVアニメ「Fate/stay night [Unlimited Blade Works]」	159304
11370	TVアニメ「ペルソナ４ ザ・ゴールデン」	39094
11138	Wake Up,Girls！	16203
11125	Z/X IGNITION	5962
21993	アイカツ！（3rdシーズン）	17361
21411	あいまいみー～妄想カタストロフ～	5427
11378	アカメが斬る！	97479
24049	あぐかる PLAY WITH IBARAKI編	1228
28713	アベンジャーズ コンフィデンシャル：ブラック・ウィドウ ＆ パニッシャー	512
11355	アルドノア・ゼロ	98589
20003	アルモニ	4527
11410	いなり、こんこん、恋いろは。	44208
11126	ウィザード・バリスターズ～弁魔士セシル	21247
11541	うーさーのその日暮らし 覚醒編	3509
11524	うぇいくあっぷがーるＺＯＯ！	2680
21234	えいがパンパカパンツ バナナン王国の秘宝	813
28578	えくそだすっ！第1話「出　トーキョー」	4839
11226	エスカ&ロジーのアトリエ～黄昏の空の錬金術士～	20651
20444	オオカミ少女と黒王子	37925
20860	おへんろ。～八十八歩記～	6379
24222	オレカバトル	1646
25225	オレん家のフロ事情	6466
11340	お姉ちゃんが来た	14039
24494	カードファイト!! ヴァンガードG	1790
21856	ガールズ＆パンツァー これが本当のアンツィオ戦です！	31175
11525	ガールフレンド(仮)	18815
20273	カリーノ・コニ	885
11499	ガンダム　Gのレコンギスタ	33545
21488	ガンダムビルドファイターズトライ	24025
27941	きかんしゃトーマス（シリーズ18）	171
23944	キャプテン・アース	5662
11351	グラスリップ	23739
11509	グリザイアの果実	75475
11502	クロスアンジュ 天使と竜の輪舞（ロンド）	53947
23950	この男子、石化に悩んでます。	3752
25378	こびとづかん カクレモモジリの秘密の桃園	687
25385	こびと観察入門５	871
23778	コロコロアニマル2	222
11244	ご注文はうさぎですか？	101247
23442	サクラ大戦 巴里花組ショウ2014 ～ケセラセラ・パリ～	901
23443	サクラ大戦 紐育星組ショウ2014 ～お楽しみはこれからだ～	918
11250	シドニアの騎士	43495
28859	しまじろうと　くじらのうた	55
20489	ジョジョの奇妙な冒険 スターダストクルセイダース	91418
20610	ストライクウィッチーズ Operation Victory Arrow	21386
23723	スペースジャングル　～小さなエイリアン～　Vol.1～3	108
11261	ソウルイーターノット！	23380
11344	ソードアート・オンラインⅡ	138689
11084	そにアニ －SUPER SONICO THE ANIMATION－	7095
11565	そらのおとしものFinal 永遠の私の鳥籠（エターナルマイマスター）	13872
11268	それでも世界は美しい	45762
23108	ソング･オブ･ザ･シー　海のうた	1888
23448	たまこラブストーリー	30487
28822	チャギントン（シーズン3）	30
11120	ディーふらぐ！	46097
11235	デート・ア・ライブⅡ	44789
11137	てさぐれ！部活もの あんこーる	6188
26929	デュエル・マスターズ VS	1095
11470	デンキ街の本屋さん	25033
11152	となりの関くん	35761
24223	ドラゴンコレクション	1006
11469	トリニティセブン	83384
11511	なりヒロwww	537
21419	ニセコイ	88657
23180	ニセコイOVA	21024
11114	のうりん	60624
11260	ノーゲーム・ノーライフ	183769
20291	ノブナガ・ザ・フール	11734
11195	ノブナガン	4922
20706	ノラガミ	103571
26219	ノラガミ（OAD) 春の日の約束	8474
26218	ノラガミ（OAD) 神憑り、神祟り	14659
20140	ハイキュー!!	141126
24148	ハイキュー!! OAD	47280
11391	バディ・コンプレックス	18890
20009	バディ・コンプレックス 完結編 -あの空に還る未来で-	11015
11369	ハナヤマタ	36989
24390	ハピネスチャージプリキュア！	11045
11131	ハマトラ	38441
11365	ばらかもん	107744
20006	パロルのみらい島	171
25983	ひめゴト	8892
28208	ピンポン THE ANIMATION	11777
11498	ふうせんいぬティニー	1107
11236	ぷちます！！ -プチプチ・アイドルマスター-	7249
11106	フューチャーカード バディファイト	4855
11233	ブラック・ブレット	84723
28202	フランチェスカ	1375
21470	プリパラ	26375
11255	ブレイドアンドソウル	24437
11583	ベイビーステップ	24262
20922	ベビーガンバ	262
11411	マケン姫っ！通	14991
20351	まじもじるるも	10442
