work_id	title	favorites_count
24110	アニメ80日間世界一周	1480
23304	ウルトラB	679
23486	おらぁグズラだど	562
27323	きまぐれオレンジ☆ロード	12364
24089	グリム名作劇場	3187
20017	シティーハンター	54922
22787	ダーティペア（ＯＶＡ）	7086
20462	ついでにとんちんかん	4150
10474	トランスフォーマー ザ・リバース	2250
11326	バブルガムクライシス	6563
27385	バリバリ伝説 劇場版	2717
23087	ビックリマン	6788
29202	ブラックマジック M-66	2150
10164	プロジェクトA子	4723
10439	マシンロボ クロノスの大逆襲｢戦場の記憶｣	2434
10423	マシンロボ ぶっちぎりバトルハッカーズ	1620
21435	ミスター味っ子	14059
10252	メタルスキンパニック MADOX-01	3647
27936	ルパン三世 風魔一族の陰謀	3235
24896	レオ・レオニ 5つの名作集	1448
27961	レモンエンジェル	4722
20197	愛の若草物語	4657
24467	王立宇宙軍 オネアミスの翼	12581
20490	機甲戦記ドラグナー	14604
28356	劇場版 ダーティぺア	2100
24704	聖闘士星矢 邪神エリス	2345
23499	赤い光弾ジリオン	6368
10410	戦え！超ロボット生命体トランスフォーマー2010	2031
10444	超獣機神ダンクーガ GOD BLESS DANCOUGA	4072
10829	破邪大星ダンガイオー	6663
