work_id	title	favorites_count
11350	_summer	4921
25931	.hack//Roots	6793
24972	『僕等がいた』	11916
23632	009‐1	4637
23633	009‐1 Mission.Extra R＆B	2350
21433	Animelo Summer Live 2006 -OUTRIDE-	4839
10196	ARIA The NATURAL	29544
10173	BLACK BLOOD BROTHERS	4424
22325	BLACK LAGOON	110808
22326	BLACK LAGOON　The Second Barrage	53278
20406	D.Gray-man	90942
20187	DEATH NOTE -デスノート-	95351
23788	Ergo Proxy　エルゴプラクシー	28590
11434	Fate/stay night	111071
21014	FREEDOM	16529
10392	Gift ～eternal rainbow～	4875
22811	HELLSING OVA	51013
20330	Kanon	41468
24280	KING GONG	473
10050	LEMON ANGEL PROJECT	1100
10337	N・H・Kにようこそ!	32559
20518	NANA－ナナ－	48725
10049	ProjectBLUE 地球SOS	1581
10589	RED GARDEN	4990
26473	Simoun	2742
10208	sin in the rain	3037
23259	Soul Link	3910
27298	TAMA＆FRIENDS 探せ！魔法のプニプニストーン	256
26915	TOKYO TRIBE 2	1201
23634	Winter Garden from デ･ジ･キャラット	2972
22161	xxxHOLiC	85306
23629	ああっ女神さまっ　それぞれの翼	9966
23303	アクビガール	1004
23635	あさっての方向。	3141
10411	アタゴオルは猫の森	2480
11162	アフロサムライ	5355
10233	あまえないでよっ!!喝!!	5506
22816	いぬかみっ！	13418
10088	ウィッチブレイド	14006
25547	ウサハナ 夢見るバレリーナ	1010
24892	うずらちゃんのかくれんぼ	661
10262	うたわれるもの	44093
27420	エア・ギア	7235
27728	オープン・シーズン	504
28924	かしまし～ガール・ミーツ・ガール～	3140
10596	ガラスの艦隊	3662
29003	きかんしゃトーマス（シリーズ10）	76
27641	ギャグマンガ日和2	10720
22953	ギャラクシーエンジェる～ん	2970
26154	キン肉マンⅡ世 ULTIMATE MUSCLE2	1938
10970	くじびきアンバランス	5386
28784	ケモノヅメ	1589
25548	けろけろけろっぴ　はすのうえタウン危機一髪！	574
11382	ケロロ軍曹 3rd シーズン	16248
20473	ゴーストハント	32051
20029	コードギアス 反逆のルルーシュ	196792
25036	こちら葛飾区亀有公園前派出所TVスペシャル　走れ！両津式チンチン電車～思い出の大次郎号～	1565
25037	こちら葛飾区亀有公園前派出所TVスペシャル　両津の浅草リニューアル大作戦！！～あぁ　思い出の花やしき～	1445
24961	こま撮りえいが こまねこ	1169
24470	コヨーテ ラグタイムショー	3761
10877	コロコロアニマル	694
10619	ザ・サード～蒼い瞳の少女～	3903
23426	サクラ大戦 帝国歌劇団・花組 2006年新春歌謡ショウ「跳んでる花組♪」	1072
23428	サクラ大戦 帝国歌劇団・花組 歌謡ショウファイナル公演「新・愛ゆえに」	1160
23427	サクラ大戦 紐育レビュウショウ ～歌う♪大紐育♪～	977
23105	サッカー水滸伝～決戦！宋江vs高俅 炎の神州カップ編～	235
20019	しにがみのバラッド。	10210
11388	シュヴァリエ	8892
24623	シルクロード少年ユート	505
11069	スクールランブル二学期	8090
26561	ストラトス・フォー アドヴァンス 完結編	2346
10030	ストロベリー・パニック	20513
10089	スパイダーライダーズ～オラクルの勇者たち～	744
10090	スパイダーライダーズ～よみがえる太陽～	530
10327	ゼロの使い魔	56691
26557	タクティカルロア	3401
10326	ちょこッとSister	4505
10268	ツバサ・クロニクル（第2シリーズ）	27978
10981	つよきす Cool×Sweet	4908
24402	デジモンセイバーズ	6211
20337	デッドガールズ	1678
22934	テニスの王子様 OVA 全国大会篇	21041
25103	となグラ！	9215
20567	ネギま！？	15645
21576	ネギま！？ 春・夏	6181
28200	バーテンダー	5936
20045	ハチミツとクローバーⅡ	10165
10178	はなれ砦のヨナ	1032
10157	はぴねす!	6853
25368	パプリカ	39213
25544	ハローキティ　りんごの森のファンタジー	681
22803	パンプキン・シザーズ	14120
10954	ひぐらしのなく頃に	101496
10375	ひまわりっ!	3802
10376	ひまわりっ!!	1353
20862	ふしぎ星の☆ふたご姫Gyu！	8644
11452	ブラック・ジャック21	7903
20021	プリンセス・プリンセス	12088
23384	ぷるるんっ！しずくちゃん	5135
29108	ブレイブ ストーリー	10534
23525	ぽかぽか森のラスカル	1259
28703	ポケットモンスター ダイヤモンド・パール	5400
10592	マージナルプリンス～月桂樹の王子達～	3975
22804	マジカノ	3461
22788	まじめにふまじめ かいけつゾロリ　なぞのお宝大さくせん	1703
20048	マリア様がみてる　OVA	7900
26921	モンスター・ハウス	1349
22381	よみがえる空 -RESCUE WINGS-	6525
24530	リングにかけろ１ 日米決戦編	1869
21764	ルパン三世TVSP #18 セブンデイズ・ラプソディ	6158
23636	ローゼンメイデン オーベルテューレ	14035
27448	ロックマンエグゼ BEAST＋	2370
22930	ワンピース CP9編	23494
