work_id	title	favorites_count
21031	｢DAYS｣	34759
21604	「KING OF PRISM by PrettyRhythm」	19465
27124	「ROCK MUSICAL BLEACH」～もうひとつの地上～	1611
21339	「おそ松さん」おうまでこばなし	14577
23902	「じょしらく弐 ～時かけそば～」	1072
21009	「ツキウタ。THE ANIMATION」dアニメストア特別映像特典	6461
25138	｢終わりのセラフ｣The Musical	2705
21579	『あんさんぶるスターズ！オンステージ』	2205
21560	『美男高校地球防衛部LOVE！活劇！』	1581
20555	【緊急特番】霊剣山　星屑たちの前夜祭	2330
21401	【最終章】學蘭歌劇『帝一の國』―血戦のラストダンス―	2520
21744	2.5次元ダンスライブ　ツキステ。LUNATIC LIVE（2016年12月公演）	3059
21774	2.5次元ダンスライブ「ツキウタ。」ステージ 第一幕 ver.BLACK（2016年4月公演）	3174
21743	2.5次元ダンスライブ「ツキウタ。」ステージ 第一幕 ver.WHITE（2016年4月公演）	3301
24164	2.5次元ダンスライブ「ツキウタ。」ステージ 第二幕 ～月歌奇譚「夢見草」～月の章	2165
24163	2.5次元ダンスライブ「ツキウタ。」ステージ 第二幕 ～月歌奇譚「夢見草」～桜の章	2359
21837	3月のライオン	67670
23695	8P channel	2663
21350	91Days	73311
21168	ALL OUT!!	15339
21141	angela デビュー13周年記念☆拡大版｢全部が主題歌ライヴ！！｣	2871
20904	angelaの｢ミュージック・ワンダー★大サーカス2015～10th Anniversary～｣	1372
22141	Animelo Summer Live 2016 刻-TOKI-	9493
21001	B-PROJECT～鼓動＊アンビシャス～	21860
28613	CYBORG009 CALL OF JUSTICE	3627
26148	Dimension W	9990
22810	DRIFTERS	54826
25265	Fate/Grand Order -First Order-	34667
20987	Fate/kaleid liner プリズマ☆イリヤ ドライ!!	43307
24288	JAM Project 15th Anniversary Premium LIVE THE STRONGER’S PARTY	610
21145	MAMI KAWADA FINAL F∀N FESTIVAL “F”	2663
21844	MIMORI SUZUKO LIVE TOUR 2016 "GRAND REVUE" FINAL at NIPPON BUDOKAN	1171
21025	NEW GAME!	86268
21171	Occultic;Nine -オカルティック・ナイン-	55541
21623	orange	34536
21983	OVA ハイスクール・フリート	27596
25659	OVAスタミュ　1	3783
25660	OVAスタミュ　2	2523
21024	OZMAFIA!!	3036
20984	planetarian ～ちいさなほしのゆめ～	25147
21675	planetarian～星の人～	18459
21100	RAYVE2016 FINAL ～Wonder Little Trip～	1491
23925	RedAsh	1236
21793	ReLIFE	76454
20981	RS計画　-Rebirth Storage-	15191
20971	SERVAMP-サーヴァンプ-	35734
