work_id	title	favorites_count
21821	「TSUKIPRO THE ANIMATION」dアニメストア特別映像特典	4893
23188	「おそ松さん　第2期」ショートフィルムシリーズ	7835
21859	「王室教師ハイネ －THE MUSICAL－」	10053
25314	「鬼灯の冷徹」OAD その弐	20196
21807	「鬼灯の冷徹」第弐期	97258
21737	「錆色のアーマ」	2200
22455	「終物語」まよいヘル／ひたぎランデブー／おうぎダーク	60793
28448	『あんさんぶるスターズ！エクストラ・ステージ』～Judge of Knights～	720
21893	『あんさんぶるスターズ！オン・ステージ』～Take your marks!～	2177
28516	【女性マスター】Fate/Grand Order THE STAGE -神聖円卓領域キャメロット-	608
28515	【男性マスター】Fate/Grand Order THE STAGE -神聖円卓領域キャメロット-	630
21640	18if	9598
24897	2.5次元ダンスライブ「ツキウタ。」ステージ 第4幕『Lunatic Party』	1396
24898	2.5次元ダンスライブ「ツキウタ。」ステージ 第5幕『Rabbits Kingdom』黒兎王国Ver.	1347
24899	2.5次元ダンスライブ「ツキウタ。」ステージ 第5幕『Rabbits Kingdom』白兎王国Ver.	1251
24166	2.5次元ダンスライブ『ツキウタ。』ステージ TRI!『SCHOOL REVOLUTION!』ver.BLACK	2033
24165	2.5次元ダンスライブ『ツキウタ。』ステージ TRI!『SCHOOL REVOLUTION!』ver.WHITE	1946
22717	3月のライオン 第2シリーズ	38074
23696	8P channel 2	1475
21329	AKIBA’S TRIP -THE ANIMATION-	11552
21714	angelaのミュージック・ワンダー★特大サーカス in 日本武道館 ～僕等は目指したShangri-La～	1441
22729	Animelo Summer Live 2017 -THE CARD-	16040
21368	BanG Dream!	43835
25570	BORUTO-ボルト- NARUTO NEXT GENERATIONS（第244話～）	16026
22149	Caribadix（カリバディクス）	436
21330	CHAOS;CHILD	39376
21661	CHAOS;CHILD SILENT SKY	16913
21815	Dies irae（ディエス・イレ）	20716
22363	DIVE!!	11243
25264	Fate/Apocrypha	55928
25270	Fate/Grand Order -MOONLIGHT/LOSTROOM-	28307
21699	fripSide LIVE TOUR 2016-2017 FINAL in Saitama Super Arena -Run for the 15th Anniversary-	4296
21512	GRANBLUE FANTASY The Animation	31995
24289	JAM Project LIVE TOUR 2016 ～AREA Z～	477
21808	Just Because！	68113
22146	KING OF PRISM -PRIDE the HERO-	16672
22304	Live Musical「SHOW BY ROCK!!」―深淵のCrossAmbivalence―	2449
21781	Live Musical「SHOW BY ROCK!!」～THE FES Ⅱ-Thousand ⅩⅤⅡ～【Destiny】（千秋楽公演）	2187
21780	Live Musical「SHOW BY ROCK!!」～THE FES Ⅱ-Thousand ⅩⅤⅡ～【Genesis】	2326
21768	LUPIN THE ⅢRD 血煙の石川五エ門	19012
27414	Mimori Suzuko Live 2017『Tropical Paradise』	104
21652	NEW GAME!!	58808
21361	One Room	40943
23551	RICE on STAGE「ラブ米」～Endless rice riot～	1247
21525	Room Mate	8525
21534	sin 七つの大罪	34489
22760	STAGE FES 2017	3550
21334	SUPER LOVERS 2	31176
24764	Take me to the Chiver ～谷山紀章のロックな休日～＜下巻＞	1050
24746	Take me to the Chiver ～谷山紀章のロックな休日～＜上巻＞	1369
21547	TEEN×TEEN THEATER「初恋モンスター」	2230
24369	Thunderbolt Fantasy 生死一劍	4223
21786	TSUKIPRO THE ANIMATION	18273
21366	TVアニメ｢Rewrite｣2nd シーズン	25380
22746	TVアニメ「いつだって僕らの恋は10センチだった。」	42018
21611	TVアニメ『恋愛暴君』 オーディオコメンタリー＜恋愛暴言＞	4050
27163	UCHIDA MAAYA 2nd LIVE『Smiling Spiral』	359
27164	UCHIDA MAAYA LIVE 2017「+INTERSECT♡SUMMER+」	454
21831	UQ HOLDER! ～魔法先生ネギま！2～	19736
21814	URAHARA	6516
21822	Wake Up, Girls！ 新章	7024
22042	Yoshino Nanjo Live Tour 2017 <・R・i・n・g・>	2172
22650	アイカツスターズ！（2ndシーズン）	12883
27968	アイスくりたろう	297
21784	アイドルタイムプリパラ	16494
21805	アイドルマスター SideM	34079
21555	アイドルマスター シンデレラガールズ劇場	14465
21811	アイドルマスター シンデレラガールズ劇場　2期	11281
21328	アイドル事変	6416
21410	あいまいみー～Surgical Friends～	6876
21658	アクションヒロイン チアフルーツ	4071
22239	アトム ザ・ビギニング	6544
21654	アニメガタリズ	10025
21630	アホガール	73266
27432	あめこん!!	442
22886	あんさんぶるスターズ！DREAM LIVE -1st Tour “Morning Star!”- 東京追加公演ノーカット版	19857
21645	イケメン戦国◆時をかけるが恋ははじまらない	7415
22497	イナズマデリバリー　シーズン2	2350
22492	いぬやしき	25005
21776	イヤホンズ2周年記念LIVE「月世界旅行楽団」	1225
21357	うらら迷路帖	44409
24719	エスカクロン	6754
21380	エルドライブ	13137
21510	エロマンガ先生	118182
21813	おそ松さん 第2期	37330
22786	オトッペ	1445
21986	お見合い相手は教え子、強気な、問題児。【オンエア版】	12927
22780	ガールズ＆パンツァー 最終章 第1話	38594
24489	ガールズ＆パンツァー 第63回戦車道全国高校生大会 総集編	18380
21671	カイトアンサ	3306
21331	ガヴリールドロップアウト	70156
21511	カブキブ！	9487
21735	ガンダムビルドファイターズ GMの逆襲	17766
21782	ガンダムビルドファイターズ バトローグ	19107
27944	きかんしゃトーマス（シリーズ21）	145
21797	キノの旅 -the Beautiful World- the Animated Series	84851
22820	きみの声をとどけたい	16793
24393	キラキラ☆プリキュアアラモード	14693
22180	クズの本懐	86944
21823	クラシカロイド　第2シリーズ	4911
24100	クリオネの灯り	3526
21513	クロックワーク・プラネット	30086
21656	ゲーマーズ！	78671
21332	けものフレンズ	52992
22602	コードギアス 反逆のルルーシュⅠ 興道	50803
21825	このはな綺譚	42399
21333	この素晴らしい世界に祝福を！２	149505
21659	コンビニカレシ	9260
22756	ご注文はうさぎですか？？ ～Dear My Sister～	40384
25334	サクラクエスト	24221
21515	サクラダリセット	45210
25749	シルバニアファミリー　ミニストーリー	1628
24327	スーパーウィングス	1003
21984	スカートの中はケダモノでした。【オンエア版】	19225
21517	スタミュ（第2期）	12710
21518	スナックワールド	4209
21381	セイレン	36855
21519	ゼロから始める魔法の書	67189
21653	セントールの悩み	12655
21485	ソード・オラトリア　ダンジョンに出会いを求めるのは間違っているだろうか外伝	75314
21843	タイムボカン 逆襲の三悪人	1945
23125	タマ＆フレンズ～うちのタマ知りませんか？～ シーズン2	2799
21358	ちるらん にぶんの壱	2869
21537	ツインエンジェルBREAK	11590
21817	つうかあ	15441
21520	つぐもも	32253
21359	テイルズ オブ ゼスティリア ザ クロス　第2期	14147
21646	てーきゅう 9期	5735
24734	デジモンアドベンチャー tri. 第４章「喪失」	6883
24735	デジモンアドベンチャー tri. 第５章「共生」	6951
26932	デュエル・マスターズ(2017)	644
23615	トミカハイパーレスキュードライブヘッド 機動救急警察	1983
22240	ドラゴンボール超　第47話～第76話	24094
21660	ナイツ＆マジック	84895
21648	ナナマル サンバツ	9038
27674	ニジェール物語	736
21370	にゃんこデイズ	9485
21536	ねこねこ日本史 第2期	5000
22017	ネコぱらOVA	15241
21829	ネト充のススメ	55152
23976	ノーゲーム・ノーライフ ゼロ	73487
22144	ノラと皇女と野良猫ハート	25650
28708	バイオハザード：ヴェンデッタ	4264
24986	ハイパープロジェクション演劇「ハイキュー!!」"勝者と敗者"	5831
24987	ハイパープロジェクション演劇「ハイキュー!!」"進化の夏"	6103
21649	はじめてのギャル	48771
21650	バチカン奇跡調査官	32108
21636	バトルガール ハイスクール	11656
21327	ハンドシェイカー	20790
21384	ピアシェ～私のイタリアン～	5351
28645	ピースピット２０１７年本公演　『グランギニョル』（TRUMPシリーズ）	454
21688	ピカイア！！	969
21730	ピコ太郎のララバイラーラバイ	666
21638	ひとりじめマイヒーロー	44912
21521	ひなこのーと	49017
21628	ひなろじ ～from Luck & Logic～	7897
23456	ふうせんいぬティニー　なんだかふしぎなきょうりゅうのくに！	412
21577	フューチャーカード　バディファイトX	2887
25854	ブラッククローバー（第103話～第154話）	15790
25855	ブラッククローバー（第155話～第170話）	13931
25853	ブラッククローバー（第1話～第102話・JSAF2018スペシャルアニメ）	36101
22954	プリンセス・プリンシパル	60283
21529	フレームアームズ・ガール	28255
21803	ブレンド・S	96079
24036	ポータウンのなかまたち	519
22522	ボールルームへようこそ	43297
21468	ポンコツクエスト～魔王と派遣の魔物たち～　シーズン3	8957
21538	まけるな!! あくのぐんだん！	995
27803	みいつけた！ いすのまちのコッシー ミュージカレー	222
24607	ミュージカル「スタミュ」	2904
21848	ミュージカル「ヘタリア～in the new world～」大阪千秋楽ノーカット版	8494
22019	ミュージカル「ヘタリア～in the new world～」東京大千秋楽版	7765
23748	ミュージカル「黒執事」-Tango on the Campania-	5974
27502	ミュージカル「忍たま乱太郎」第8弾 再演 2017～がんばれ五年生！技あり、術あり、初忍務！！～	2183
27501	ミュージカル「忍たま乱太郎」第8弾 初演 2017～がんばれ五年生！技あり、術あり、初忍務！！～	2607
27503	ミュージカル「忍たま乱太郎」第8弾 忍術学園 学園祭 2017	2174
23647	ミュージカル「美少女戦士セーラームーン」-Le Mouvement Final-（ル ムヴマン フィナール）	2541
22299	ミュージカル『刀剣乱舞』 ～つはものどもがゆめのあと～	23387
22020	ミュージカル『刀剣乱舞』 ～三百年の子守唄～	23720
