work_id	title	favorites_count
10151	『Starry☆Sky』	14758
20613	angelaのミュージック・ワンダー★大サーカス5th ～蒼穹のファフナー まるごと全曲ライヴ！！～	1827
21427	Animelo Summer Live 2011 -rainbow-	5810
22607	Aチャンネル	24255
22610	Aチャンネル＋smile	12531
10461	Baby Princess 2Dぱらだいす0(ラブ)	5689
20328	BLOOD-C	56787
11172	Ｃ	30542
10112	C3 -シーキューブ-	20716
22611	DARKER THAN BLACK-黒の契約者- 外伝	23273
25950	Dororonえん魔くん メ～ラめら	2702
20965	FAIRY TAIL　第73話～第98話	25412
20966	FAIRY TAIL　第99話～第124話	25510
22156	Fate/Zero	144155
10862	gdgd妖精s（ぐだぐだフェアリーズ）第1期	2985
10612	GOSICK-ゴシック-	82623
20498	HUNTER×HUNTER	184519
11065	IS<インフィニット・ストラトス>	70236
24284	JAM Project LIVE 2010 MAXIMIZER～Decade of Evolution～	448
23725	Ｌａｒｖａ（ラーバ）　SEASON１	1592
11206	NO.6	42502
10490	Peeping Life (ピーピング・ライフ)-The Perfect Evolution-	1584
10491	Peeping Life(ピーピング・ライフ)-The Perfect Extension-	1480
10131	R-15	22820
25129	SKET DANCE	50924
10693	STEINS;GATE	218837
11550	TIGER ＆ BUNNY	57867
10914	TVアニメ「ペルソナ４」	51779
11208	UN-GO	28676
23837	UN-GO episode：0 因果論	9134
11582	WORKING’!!	57915
28714	X-メン	558
11630	アイドルマスター	49075
10122	アスタロッテのおもちゃ!	16546
10985	アップルシードⅩⅢ	12408
11171	あの日見た花の名前を僕達はまだ知らない。	153093
10399	いつか天魔の黒ウサギ	15330
24855	イナズマイレブンGO	16873
11178	うさぎドロップ	41063
11302	うたの☆プリンスさまっ♪ マジLOVE1000％	39278
23844	おべとも学園～うきうき編～	277
25949	お兄ちゃんのことなんかぜんぜん好きじゃないんだからねっ!!	11337
10969	カードファイト!! ヴァンガード	7010
28848	カーニバル・ファンタズム	23867
25118	かってに改蔵	9636
26120	キメゾーの決まり文句じゃキマらねぇ。Featuring サブ男	117
11186	ギルティクラウン	151640
23626	けんぷファーfur die liebe	7774
10187	この男子、宇宙人と戦えます。～僕らのセカイのまもり方～	4008
25382	こびと観察入門２	1268
10133	こぴはん	1487
10398	これはゾンビですか？	39205
23435	サクラ大戦 紐育星組ライブ2011 ～星を継ぐもの～	962
23436	サクラ大戦 武道館ライブ2 ～帝都・巴里・紐育～	1855
24387	スイートプリキュア♪	16447
10434	スプートニック da ONE	109
10265	たまゆら ～hitotose～	17317
11619	たんすわらし。	618
10611	ダンタリアンの書架	28601
10673	ダンボール戦機	16969
20583	ちはやふる	54160
28821	チャギントン（シーズン2）	32
21887	つぶやき隊	997
21888	つぶやき隊　～まだまだ言いたいことがある～	446
20954	テイルズ オブ シンフォニア THE ANIMATION　世界統合編	10375
22938	テニスの王子様 OVA ANOTHER STORYⅡ　～アノトキノボクラ	15546
26926	デュエル・マスターズ ビクトリー	744
23742	とある飛空士への追憶	11710
22506	ドラゴンボール　エピソードオブバーダック	16290
22501	トリコ	60219
26230	トリコ 開幕！グルメアドベンチャー！！	2978
29159	トワノクオン	1508
23685	にゃんぱいあ-The Animation-	1904
29075	ぬらりひょんの孫 ～千年魔京～	11919
10099	バカとテストと召喚獣 ～祭～	32457
10100	バカとテストと召喚獣にっ!	46415
21981	バクマン。第2シリーズ	17463
22750	パパのいうことを聞きなさい！	30593
11148	ひぐらしのなく頃に煌	36479
23045	ひだまりスケッチ×SP	9972
20949	ファイ・ブレイン～神のパズル 第1シリーズ	17043
11200	フラクタル	18029
11046	フリージング	15661
21203	プリティーリズム・オーロラドリーム	20776
25360	ブレイド　シーズン１	1746
10349	へうげもの	10642
24122	べるぜバブ	36667
29219	ベン・トー	1851
26121	ポテッコベイビーズ(2011）	41
10130	マケン姫っ!	24515
10079	ましろ色シンフォニー	27502
23661	まよチキ!	41748
10818	まりあ†ほりっく あらいぶ	14888
24908	マルドゥック・スクランブル 燃焼	4652
27799	みいつけた！ いすのまちのコッシー ああこわれいす	419
27802	みいつけた！ いすのまちのコッシー みずうみのひみつ	193
22620	みつどもえ　増量中！	9132
10707	モーレツ宇宙海賊	27242
10266	もしドラ	5155
11180	もやしもんリターンズ	26090
11536	モンハン日記 ぎりぎりアイルー村G	1788
20079	ゆるめいつ は？	1761
10406	ゆるゆり	56596
10939	よんでますよ、アザゼルさん。	25617
10563	ラストエグザイル -銀翼のファム-	14790
24532	リングにかけろ１ 世界大会編	1947
22012	ルパン三世TVSP #22 血の刻印 永遠のmermaid	7475
22220	レベルＥ	21357
10110	ロウきゅーぶ!	28642
27271	ロボカーポリー　シーズン１	269
27272	ロボカーポリー　シーズン２	103
27273	ロボカーポリー　シーズン３	85
27274	ロボカーポリー　シーズン４	99
24128	ワンピース 魚人島編	30044
10990	異国迷路のクロワーゼ The Animation	15550
25595	一騎当千 集鍔闘士血風録	4229
23449	映画｢けいおん!｣	38347
28954	映画クレヨンしんちゃん　嵐を呼ぶ黄金のスパイ大作戦	895
22063	映画スイートプリキュア♪とりもどせ！ 心がつなぐ奇跡のメロディ♪	6747
22062	映画プリキュアオールスターズDX3 未来にとどけ！ 世界をつなぐ☆虹色の花	9801
10317	俺たちに翼はない	15161
10849	夏目友人帳 参	77229
10768	花咲くいろは	83298
10518	快盗天使ツインエンジェル～キュンキュン☆ときめきパラダイス!!～	5319
10503	学校のコワイうわさ 新・花子さんがきた!!	4310
21689	逆境無頼カイジ 破戒録篇	31105
11112	境界線上のホライゾン	48224
23733	銀河英雄伝説 第一章 銀河帝国編	2866
22608	君と僕。	33921
21220	君に届け　2ND SEASON	46797
21158	蛍火の杜へ	41762
28980	劇場版 きかんしゃトーマス ミスティアイランド レスキュー大作戦!!	61
22462	劇場版 戦国BASARA -The Last Party-	8194
21779	劇場版 魔法先生ネギま! ANIME FINAL	8867
25127	劇場版「テニスの王子様 英国式庭球城決戦！」	9707
20268	劇場版NARUTO-ナルト- ブラッド・プリズン	9795
23461	劇場版アニメ 忍たま乱太郎 忍術学園 全員出動！の段	28109
10679	劇場版イナズマイレブンＧＯ　究極の絆 グリフォン	11266
10750	劇場版そらのおとしもの 時計じかけの哀女神	13621
23243	劇場版ハヤテのごとく!HEAVEN IS A PLACE ON EARTH	8678
10288	鋼の錬金術師 FULLMETAL ALCHEMIST	182918
20634	鋼の錬金術師 嘆きの丘の聖なる星	38004
10888	最遊記外伝	19266
24135	手塚治虫のブッダ　赤い砂漠よ！美しく	3663
10400	侵略!?イカ娘	18201
10630	森田さんは無口	7133
10631	森田さんは無口。	7259
10632	森田さんは無口。2	4095
